,index,Date_TimeCaught,year,week_of_year,year_woy,CaptureSite,Capture_Number
1261,28033,2019-07-22,2019,30,201930,CaptureSite_9,0.0
1262,28034,2019-07-29,2019,31,201931,CaptureSite_9,0.0
1263,28035,2019-08-05,2019,32,201932,CaptureSite_9,0.0
1264,28036,2019-08-12,2019,33,201933,CaptureSite_9,0.0
1265,28037,2019-08-19,2019,34,201934,CaptureSite_9,0.0
1266,28038,2019-08-26,2019,35,201935,CaptureSite_9,0.0
1267,28039,2019-09-02,2019,36,201936,CaptureSite_9,0.0
1268,28040,2019-09-09,2019,37,201937,CaptureSite_9,0.0
1269,28041,2019-09-16,2019,38,201938,CaptureSite_9,0.0
1270,28042,2019-09-23,2019,39,201939,CaptureSite_9,0.0
1271,28043,2019-09-30,2019,40,201940,CaptureSite_9,0.0
1272,28044,2019-10-07,2019,41,201941,CaptureSite_9,0.0
1273,28045,2019-10-14,2019,42,201942,CaptureSite_9,0.0
1274,28046,2019-10-21,2019,43,201943,CaptureSite_9,0.0
1275,28047,2019-10-28,2019,44,201944,CaptureSite_9,0.0
